"REF_DATE","GEO","DGUID","Fuel Type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","New Brunswick","2016A000213","Other fuel types","Passenger cars","Number of vehicles","Units","300","units ","0","v1079014985","5.7.2.1","0","","","","0"
"2011","New Brunswick","2016A000213","Other fuel types","Pick up trucks","Number of vehicles","Units","300","units ","0","v1079014992","5.7.3.1","0","","","","0"
"2011","New Brunswick","2016A000213","Other fuel types","Multi-purpose vehicles","Number of vehicles","Units","300","units ","0","v1079014999","5.7.4.1","0","","","","0"
"2011","New Brunswick","2016A000213","Other fuel types","Vans","Number of vehicles","Units","300","units ","0","v1079015006","5.7.5.1","0","","","","0"
"2011","Quebec","2016A000224","All fuel types","Total, vehicle type","Number of vehicles","Units","300","units ","0","v1079015007","6.1.1.1","420524","","","","0"
"2011","Quebec","2016A000224","All fuel types","Passenger cars","Number of vehicles","Units","300","units ","0","v1079015014","6.1.2.1","217941","","","","0"
"2011","Quebec","2016A000224","All fuel types","Pick up trucks","Number of vehicles","Units","300","units ","0","v1079015021","6.1.3.1","44595","","","","0"
"2011","Quebec","2016A000224","All fuel types","Multi-purpose vehicles","Number of vehicles","Units","300","units ","0","v1079015028","6.1.4.1","127043","","","","0"
"2011","Quebec","2016A000224","All fuel types","Vans","Number of vehicles","Units","300","units ","0","v1079015035","6.1.5.1","30945","","","","0"
"2011","Quebec","2016A000224","Gasoline","Total, vehicle type","Number of vehicles","Units","300","units ","0","v1079015008","6.2.1.1","408292","","","","0"
