REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,GeoUID,Hierarchy for GEO,Classification Code for Labour force characteristics,Hierarchy for Labour force characteristics,Classification Code for Statistics,Hierarchy for Statistics,Classification Code for Data type,Hierarchy for Data type,val_norm,Date,Labour force characteristics,Statistics,Data type
2020-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,4.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.045,2020-02-01,Unemployment rate,Estimate,Seasonally adjusted
2020-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,107.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,107500,2020-03-01,Unemployment,Estimate,Seasonally adjusted
2020-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2020-03-01,Unemployment rate,Estimate,Seasonally adjusted
2020-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,154,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,154000,2020-04-01,Unemployment,Estimate,Seasonally adjusted
2020-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,11.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.111,2020-04-01,Unemployment rate,Estimate,Seasonally adjusted
2020-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,202.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,202900,2020-05-01,Unemployment,Estimate,Seasonally adjusted
2020-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,14.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.142,2020-05-01,Unemployment rate,Estimate,Seasonally adjusted
2020-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,218.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,218700,2020-06-01,Unemployment,Estimate,Seasonally adjusted
2020-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,14.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.145,2020-06-01,Unemployment rate,Estimate,Seasonally adjusted
2020-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,180.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,180900,2020-07-01,Unemployment,Estimate,Seasonally adjusted
2020-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,11.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.11900000000000001,2020-07-01,Unemployment rate,Estimate,Seasonally adjusted
2020-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,194.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,194800,2020-08-01,Unemployment,Estimate,Seasonally adjusted
2020-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,12.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.127,2020-08-01,Unemployment rate,Estimate,Seasonally adjusted
2020-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,141.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,141100,2020-09-01,Unemployment,Estimate,Seasonally adjusted
2020-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,9.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.09300000000000001,2020-09-01,Unemployment rate,Estimate,Seasonally adjusted
2020-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,119.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,119400,2020-10-01,Unemployment,Estimate,Seasonally adjusted
2020-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.077,2020-10-01,Unemployment rate,Estimate,Seasonally adjusted
2020-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,119,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,119000,2020-11-01,Unemployment,Estimate,Seasonally adjusted
2020-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.076,2020-11-01,Unemployment rate,Estimate,Seasonally adjusted
2020-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,109.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,109400,2020-12-01,Unemployment,Estimate,Seasonally adjusted
2020-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07,2020-12-01,Unemployment rate,Estimate,Seasonally adjusted
2021-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,143.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,143300,2021-01-01,Unemployment,Estimate,Seasonally adjusted
2021-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.09,2021-01-01,Unemployment rate,Estimate,Seasonally adjusted
2021-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,122.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,122500,2021-02-01,Unemployment,Estimate,Seasonally adjusted
2021-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.077,2021-02-01,Unemployment rate,Estimate,Seasonally adjusted
2021-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,119.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,119900,2021-03-01,Unemployment,Estimate,Seasonally adjusted
2021-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07400000000000001,2021-03-01,Unemployment rate,Estimate,Seasonally adjusted
2021-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,111.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,111100,2021-04-01,Unemployment,Estimate,Seasonally adjusted
2021-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07,2021-04-01,Unemployment rate,Estimate,Seasonally adjusted
2021-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,130.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,130500,2021-05-01,Unemployment,Estimate,Seasonally adjusted
2021-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,8.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.081,2021-05-01,Unemployment rate,Estimate,Seasonally adjusted
2021-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,118.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,118200,2021-06-01,Unemployment,Estimate,Seasonally adjusted
2021-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2021-06-01,Unemployment rate,Estimate,Seasonally adjusted
2021-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,116.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,116800,2021-07-01,Unemployment,Estimate,Seasonally adjusted
2021-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2021-07-01,Unemployment rate,Estimate,Seasonally adjusted
2021-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,108.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,108400,2021-08-01,Unemployment,Estimate,Seasonally adjusted
2021-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.066,2021-08-01,Unemployment rate,Estimate,Seasonally adjusted
2021-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,101.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,101300,2021-09-01,Unemployment,Estimate,Seasonally adjusted
2021-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.062,2021-09-01,Unemployment rate,Estimate,Seasonally adjusted
2021-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,97.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,97100,2021-10-01,Unemployment,Estimate,Seasonally adjusted
2021-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.06,2021-10-01,Unemployment rate,Estimate,Seasonally adjusted
2021-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,94.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,94100,2021-11-01,Unemployment,Estimate,Seasonally adjusted
2021-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.057999999999999996,2021-11-01,Unemployment rate,Estimate,Seasonally adjusted
2021-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,90,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,90000,2021-12-01,Unemployment,Estimate,Seasonally adjusted
2021-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.055999999999999994,2021-12-01,Unemployment rate,Estimate,Seasonally adjusted
2022-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,90.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,90900,2022-01-01,Unemployment,Estimate,Seasonally adjusted
2022-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.057,2022-01-01,Unemployment rate,Estimate,Seasonally adjusted
